식별자,기관명,기관유형,관할지원청,학교급,주소,위도,경도,사용자정의_메모
qa-pregeo-519,QA 사전좌표 519 partner,partner,main,,인천광역시 QA구 사전좌표로 519,37.321540,126.596480,synthetic-pregeocoded-main-partner
qa-pregeo-520,QA 사전좌표 520 imported,imported,ganghwa,,인천광역시 QA구 사전좌표로 520,37.325640,126.601680,synthetic-pregeocoded-ganghwa-imported
qa-pregeo-521,QA 사전좌표 521 school,school,south,특수학교,인천광역시 QA구 사전좌표로 521,37.329740,126.606880,synthetic-pregeocoded-south-school
qa-pregeo-522,QA 사전좌표 522 headquarters,headquarters,north,,인천광역시 QA구 사전좌표로 522,37.333840,126.612080,synthetic-pregeocoded-north-headquarters
qa-pregeo-523,QA 사전좌표 523 support-office,support-office,east,,인천광역시 QA구 사전좌표로 523,37.337940,126.617280,synthetic-pregeocoded-east-support-office
qa-pregeo-524,QA 사전좌표 524 direct-agency,direct-agency,west,,인천광역시 QA구 사전좌표로 524,37.342040,126.622480,synthetic-pregeocoded-west-direct-agency
qa-pregeo-525,QA 사전좌표 525 library,library,unassigned,,인천광역시 QA구 사전좌표로 525,37.346140,126.627680,synthetic-pregeocoded-unassigned-library
qa-pregeo-526,QA 사전좌표 526 experience-site,experience-site,main,,인천광역시 QA구 사전좌표로 526,37.350240,126.632880,synthetic-pregeocoded-main-experience-site
qa-pregeo-527,QA 사전좌표 527 partner,partner,ganghwa,,인천광역시 QA구 사전좌표로 527,37.354340,126.638080,synthetic-pregeocoded-ganghwa-partner
qa-pregeo-528,QA 사전좌표 528 imported,imported,south,,인천광역시 QA구 사전좌표로 528,37.358440,126.482210,synthetic-pregeocoded-south-imported
qa-pregeo-529,QA 사전좌표 529 school,school,north,유치원,인천광역시 QA구 사전좌표로 529,37.362540,126.487410,synthetic-pregeocoded-north-school
qa-pregeo-530,QA 사전좌표 530 headquarters,headquarters,east,,인천광역시 QA구 사전좌표로 530,37.366640,126.492610,synthetic-pregeocoded-east-headquarters
qa-pregeo-531,QA 사전좌표 531 support-office,support-office,west,,인천광역시 QA구 사전좌표로 531,37.370740,126.497810,synthetic-pregeocoded-west-support-office
qa-pregeo-532,QA 사전좌표 532 direct-agency,direct-agency,unassigned,,인천광역시 QA구 사전좌표로 532,37.374840,126.503010,synthetic-pregeocoded-unassigned-direct-agency
qa-pregeo-533,QA 사전좌표 533 library,library,main,,인천광역시 QA구 사전좌표로 533,37.378940,126.508210,synthetic-pregeocoded-main-library
qa-pregeo-534,QA 사전좌표 534 experience-site,experience-site,ganghwa,,인천광역시 QA구 사전좌표로 534,37.383040,126.513410,synthetic-pregeocoded-ganghwa-experience-site
qa-pregeo-535,QA 사전좌표 535 partner,partner,south,,인천광역시 QA구 사전좌표로 535,37.387140,126.518610,synthetic-pregeocoded-south-partner
qa-pregeo-536,QA 사전좌표 536 imported,imported,north,,인천광역시 QA구 사전좌표로 536,37.391240,126.523810,synthetic-pregeocoded-north-imported
qa-pregeo-537,QA 사전좌표 537 school,school,east,중학교,인천광역시 QA구 사전좌표로 537,37.395340,126.529010,synthetic-pregeocoded-east-school
qa-pregeo-538,QA 사전좌표 538 headquarters,headquarters,west,,인천광역시 QA구 사전좌표로 538,37.399440,126.534210,synthetic-pregeocoded-west-headquarters
qa-pregeo-539,QA 사전좌표 539 support-office,support-office,unassigned,,인천광역시 QA구 사전좌표로 539,37.403540,126.539410,synthetic-pregeocoded-unassigned-support-office
qa-pregeo-540,QA 사전좌표 540 direct-agency,direct-agency,main,,인천광역시 QA구 사전좌표로 540,37.407640,126.544610,synthetic-pregeocoded-main-direct-agency
qa-pregeo-541,QA 사전좌표 541 library,library,ganghwa,,인천광역시 QA구 사전좌표로 541,37.411740,126.549810,synthetic-pregeocoded-ganghwa-library
qa-pregeo-542,QA 사전좌표 542 experience-site,experience-site,south,,인천광역시 QA구 사전좌표로 542,37.415840,126.555010,synthetic-pregeocoded-south-experience-site
qa-pregeo-543,QA 사전좌표 543 partner,partner,north,,인천광역시 QA구 사전좌표로 543,37.419940,126.560210,synthetic-pregeocoded-north-partner
qa-pregeo-544,QA 사전좌표 544 imported,imported,east,,인천광역시 QA구 사전좌표로 544,37.424040,126.565410,synthetic-pregeocoded-east-imported
qa-pregeo-545,QA 사전좌표 545 school,school,west,특수학교,인천광역시 QA구 사전좌표로 545,37.428140,126.570610,synthetic-pregeocoded-west-school
qa-pregeo-546,QA 사전좌표 546 headquarters,headquarters,unassigned,,인천광역시 QA구 사전좌표로 546,37.432240,126.575810,synthetic-pregeocoded-unassigned-headquarters
qa-pregeo-547,QA 사전좌표 547 support-office,support-office,main,,인천광역시 QA구 사전좌표로 547,37.436340,126.581010,synthetic-pregeocoded-main-support-office
qa-pregeo-548,QA 사전좌표 548 direct-agency,direct-agency,ganghwa,,인천광역시 QA구 사전좌표로 548,37.440440,126.586210,synthetic-pregeocoded-ganghwa-direct-agency
qa-pregeo-549,QA 사전좌표 549 library,library,south,,인천광역시 QA구 사전좌표로 549,37.444540,126.591410,synthetic-pregeocoded-south-library
qa-pregeo-550,QA 사전좌표 550 experience-site,experience-site,north,,인천광역시 QA구 사전좌표로 550,37.448640,126.596610,synthetic-pregeocoded-north-experience-site
qa-pregeo-551,QA 사전좌표 551 partner,partner,east,,인천광역시 QA구 사전좌표로 551,37.452740,126.601810,synthetic-pregeocoded-east-partner
qa-pregeo-552,QA 사전좌표 552 imported,imported,west,,인천광역시 QA구 사전좌표로 552,37.456840,126.607010,synthetic-pregeocoded-west-imported
qa-pregeo-553,QA 사전좌표 553 school,school,unassigned,유치원,인천광역시 QA구 사전좌표로 553,37.460940,126.612210,synthetic-pregeocoded-unassigned-school
qa-pregeo-554,QA 사전좌표 554 headquarters,headquarters,main,,인천광역시 QA구 사전좌표로 554,37.465040,126.617410,synthetic-pregeocoded-main-headquarters
qa-pregeo-555,QA 사전좌표 555 support-office,support-office,ganghwa,,인천광역시 QA구 사전좌표로 555,37.469140,126.622610,synthetic-pregeocoded-ganghwa-support-office
qa-pregeo-556,QA 사전좌표 556 direct-agency,direct-agency,south,,인천광역시 QA구 사전좌표로 556,37.321650,126.627810,synthetic-pregeocoded-south-direct-agency
qa-pregeo-557,QA 사전좌표 557 library,library,north,,인천광역시 QA구 사전좌표로 557,37.325750,126.633010,synthetic-pregeocoded-north-library
qa-pregeo-558,QA 사전좌표 558 experience-site,experience-site,east,,인천광역시 QA구 사전좌표로 558,37.329850,126.638210,synthetic-pregeocoded-east-experience-site
qa-pregeo-559,QA 사전좌표 559 partner,partner,west,,인천광역시 QA구 사전좌표로 559,37.333950,126.482340,synthetic-pregeocoded-west-partner
qa-pregeo-560,QA 사전좌표 560 imported,imported,unassigned,,인천광역시 QA구 사전좌표로 560,37.338050,126.487540,synthetic-pregeocoded-unassigned-imported
qa-pregeo-561,QA 사전좌표 561 school,school,main,중학교,인천광역시 QA구 사전좌표로 561,37.342150,126.492740,synthetic-pregeocoded-main-school
qa-pregeo-562,QA 사전좌표 562 headquarters,headquarters,ganghwa,,인천광역시 QA구 사전좌표로 562,37.346250,126.497940,synthetic-pregeocoded-ganghwa-headquarters
qa-pregeo-563,QA 사전좌표 563 support-office,support-office,south,,인천광역시 QA구 사전좌표로 563,37.350350,126.503140,synthetic-pregeocoded-south-support-office
qa-pregeo-564,QA 사전좌표 564 direct-agency,direct-agency,north,,인천광역시 QA구 사전좌표로 564,37.354450,126.508340,synthetic-pregeocoded-north-direct-agency
qa-pregeo-565,QA 사전좌표 565 library,library,east,,인천광역시 QA구 사전좌표로 565,37.358550,126.513540,synthetic-pregeocoded-east-library
qa-pregeo-566,QA 사전좌표 566 experience-site,experience-site,west,,인천광역시 QA구 사전좌표로 566,37.362650,126.518740,synthetic-pregeocoded-west-experience-site
qa-pregeo-567,QA 사전좌표 567 partner,partner,unassigned,,인천광역시 QA구 사전좌표로 567,37.366750,126.523940,synthetic-pregeocoded-unassigned-partner
qa-pregeo-568,QA 사전좌표 568 imported,imported,main,,인천광역시 QA구 사전좌표로 568,37.370850,126.529140,synthetic-pregeocoded-main-imported
qa-pregeo-569,QA 사전좌표 569 school,school,ganghwa,특수학교,인천광역시 QA구 사전좌표로 569,37.374950,126.534340,synthetic-pregeocoded-ganghwa-school
qa-pregeo-570,QA 사전좌표 570 headquarters,headquarters,south,,인천광역시 QA구 사전좌표로 570,37.379050,126.539540,synthetic-pregeocoded-south-headquarters
qa-pregeo-571,QA 사전좌표 571 support-office,support-office,north,,인천광역시 QA구 사전좌표로 571,37.383150,126.544740,synthetic-pregeocoded-north-support-office
qa-pregeo-572,QA 사전좌표 572 direct-agency,direct-agency,east,,인천광역시 QA구 사전좌표로 572,37.387250,126.549940,synthetic-pregeocoded-east-direct-agency
qa-pregeo-573,QA 사전좌표 573 library,library,west,,인천광역시 QA구 사전좌표로 573,37.391350,126.555140,synthetic-pregeocoded-west-library
qa-pregeo-574,QA 사전좌표 574 experience-site,experience-site,unassigned,,인천광역시 QA구 사전좌표로 574,37.395450,126.560340,synthetic-pregeocoded-unassigned-experience-site
qa-pregeo-575,QA 사전좌표 575 partner,partner,main,,인천광역시 QA구 사전좌표로 575,37.399550,126.565540,synthetic-pregeocoded-main-partner
qa-pregeo-576,QA 사전좌표 576 imported,imported,ganghwa,,인천광역시 QA구 사전좌표로 576,37.403650,126.570740,synthetic-pregeocoded-ganghwa-imported
qa-pregeo-577,QA 사전좌표 577 school,school,south,유치원,인천광역시 QA구 사전좌표로 577,37.407750,126.575940,synthetic-pregeocoded-south-school
qa-pregeo-578,QA 사전좌표 578 headquarters,headquarters,north,,인천광역시 QA구 사전좌표로 578,37.411850,126.581140,synthetic-pregeocoded-north-headquarters
qa-pregeo-579,QA 사전좌표 579 support-office,support-office,east,,인천광역시 QA구 사전좌표로 579,37.415950,126.586340,synthetic-pregeocoded-east-support-office
qa-pregeo-580,QA 사전좌표 580 direct-agency,direct-agency,west,,인천광역시 QA구 사전좌표로 580,37.420050,126.591540,synthetic-pregeocoded-west-direct-agency
qa-pregeo-581,QA 사전좌표 581 library,library,unassigned,,인천광역시 QA구 사전좌표로 581,37.424150,126.596740,synthetic-pregeocoded-unassigned-library
qa-pregeo-582,QA 사전좌표 582 experience-site,experience-site,main,,인천광역시 QA구 사전좌표로 582,37.428250,126.601940,synthetic-pregeocoded-main-experience-site
qa-pregeo-583,QA 사전좌표 583 partner,partner,ganghwa,,인천광역시 QA구 사전좌표로 583,37.432350,126.607140,synthetic-pregeocoded-ganghwa-partner
qa-pregeo-584,QA 사전좌표 584 imported,imported,south,,인천광역시 QA구 사전좌표로 584,37.436450,126.612340,synthetic-pregeocoded-south-imported
qa-pregeo-585,QA 사전좌표 585 school,school,north,중학교,인천광역시 QA구 사전좌표로 585,37.440550,126.617540,synthetic-pregeocoded-north-school
qa-pregeo-586,QA 사전좌표 586 headquarters,headquarters,east,,인천광역시 QA구 사전좌표로 586,37.444650,126.622740,synthetic-pregeocoded-east-headquarters
qa-pregeo-587,QA 사전좌표 587 support-office,support-office,west,,인천광역시 QA구 사전좌표로 587,37.448750,126.627940,synthetic-pregeocoded-west-support-office
qa-pregeo-588,QA 사전좌표 588 direct-agency,direct-agency,unassigned,,인천광역시 QA구 사전좌표로 588,37.452850,126.633140,synthetic-pregeocoded-unassigned-direct-agency
qa-pregeo-589,QA 사전좌표 589 library,library,main,,인천광역시 QA구 사전좌표로 589,37.456950,126.638340,synthetic-pregeocoded-main-library
qa-pregeo-590,QA 사전좌표 590 experience-site,experience-site,ganghwa,,인천광역시 QA구 사전좌표로 590,37.461050,126.482470,synthetic-pregeocoded-ganghwa-experience-site
qa-pregeo-591,QA 사전좌표 591 partner,partner,south,,인천광역시 QA구 사전좌표로 591,37.465150,126.487670,synthetic-pregeocoded-south-partner
qa-pregeo-592,QA 사전좌표 592 imported,imported,north,,인천광역시 QA구 사전좌표로 592,37.469250,126.492870,synthetic-pregeocoded-north-imported
qa-pregeo-593,QA 사전좌표 593 school,school,east,특수학교,인천광역시 QA구 사전좌표로 593,37.321760,126.498070,synthetic-pregeocoded-east-school
qa-pregeo-594,QA 사전좌표 594 headquarters,headquarters,west,,인천광역시 QA구 사전좌표로 594,37.325860,126.503270,synthetic-pregeocoded-west-headquarters
qa-pregeo-595,QA 사전좌표 595 support-office,support-office,unassigned,,인천광역시 QA구 사전좌표로 595,37.329960,126.508470,synthetic-pregeocoded-unassigned-support-office
qa-pregeo-596,QA 사전좌표 596 direct-agency,direct-agency,main,,인천광역시 QA구 사전좌표로 596,37.334060,126.513670,synthetic-pregeocoded-main-direct-agency
qa-pregeo-597,QA 사전좌표 597 library,library,ganghwa,,인천광역시 QA구 사전좌표로 597,37.338160,126.518870,synthetic-pregeocoded-ganghwa-library
qa-pregeo-598,QA 사전좌표 598 experience-site,experience-site,south,,인천광역시 QA구 사전좌표로 598,37.342260,126.524070,synthetic-pregeocoded-south-experience-site
qa-pregeo-599,QA 사전좌표 599 partner,partner,north,,인천광역시 QA구 사전좌표로 599,37.346360,126.529270,synthetic-pregeocoded-north-partner
qa-pregeo-600,QA 사전좌표 600 imported,imported,east,,인천광역시 QA구 사전좌표로 600,37.350460,126.534470,synthetic-pregeocoded-east-imported
qa-pregeo-601,QA 사전좌표 601 school,school,west,유치원,인천광역시 QA구 사전좌표로 601,37.354560,126.539670,synthetic-pregeocoded-west-school
qa-pregeo-602,QA 사전좌표 602 headquarters,headquarters,unassigned,,인천광역시 QA구 사전좌표로 602,37.358660,126.544870,synthetic-pregeocoded-unassigned-headquarters
qa-pregeo-603,QA 사전좌표 603 support-office,support-office,main,,인천광역시 QA구 사전좌표로 603,37.362760,126.550070,synthetic-pregeocoded-main-support-office
qa-pregeo-604,QA 사전좌표 604 direct-agency,direct-agency,ganghwa,,인천광역시 QA구 사전좌표로 604,37.366860,126.555270,synthetic-pregeocoded-ganghwa-direct-agency
qa-pregeo-605,QA 사전좌표 605 library,library,south,,인천광역시 QA구 사전좌표로 605,37.370960,126.560470,synthetic-pregeocoded-south-library
qa-pregeo-606,QA 사전좌표 606 experience-site,experience-site,north,,인천광역시 QA구 사전좌표로 606,37.375060,126.565670,synthetic-pregeocoded-north-experience-site
qa-pregeo-607,QA 사전좌표 607 partner,partner,east,,인천광역시 QA구 사전좌표로 607,37.379160,126.570870,synthetic-pregeocoded-east-partner
qa-pregeo-608,QA 사전좌표 608 imported,imported,west,,인천광역시 QA구 사전좌표로 608,37.383260,126.576070,synthetic-pregeocoded-west-imported
qa-pregeo-609,QA 사전좌표 609 school,school,unassigned,중학교,인천광역시 QA구 사전좌표로 609,37.387360,126.581270,synthetic-pregeocoded-unassigned-school
qa-pregeo-610,QA 사전좌표 610 headquarters,headquarters,main,,인천광역시 QA구 사전좌표로 610,37.391460,126.586470,synthetic-pregeocoded-main-headquarters
qa-pregeo-611,QA 사전좌표 611 support-office,support-office,ganghwa,,인천광역시 QA구 사전좌표로 611,37.395560,126.591670,synthetic-pregeocoded-ganghwa-support-office
qa-pregeo-612,QA 사전좌표 612 direct-agency,direct-agency,south,,인천광역시 QA구 사전좌표로 612,37.399660,126.596870,synthetic-pregeocoded-south-direct-agency
qa-pregeo-613,QA 사전좌표 613 library,library,north,,인천광역시 QA구 사전좌표로 613,37.403760,126.602070,synthetic-pregeocoded-north-library
qa-pregeo-614,QA 사전좌표 614 experience-site,experience-site,east,,인천광역시 QA구 사전좌표로 614,37.407860,126.607270,synthetic-pregeocoded-east-experience-site
qa-pregeo-615,QA 사전좌표 615 partner,partner,west,,인천광역시 QA구 사전좌표로 615,37.411960,126.612470,synthetic-pregeocoded-west-partner
qa-pregeo-616,QA 사전좌표 616 imported,imported,unassigned,,인천광역시 QA구 사전좌표로 616,37.416060,126.617670,synthetic-pregeocoded-unassigned-imported
qa-pregeo-617,QA 사전좌표 617 school,school,main,특수학교,인천광역시 QA구 사전좌표로 617,37.420160,126.622870,synthetic-pregeocoded-main-school
qa-pregeo-618,QA 사전좌표 618 headquarters,headquarters,ganghwa,,인천광역시 QA구 사전좌표로 618,37.424260,126.628070,synthetic-pregeocoded-ganghwa-headquarters
qa-pregeo-619,QA 사전좌표 619 support-office,support-office,south,,인천광역시 QA구 사전좌표로 619,37.428360,126.633270,synthetic-pregeocoded-south-support-office
qa-pregeo-620,QA 사전좌표 620 direct-agency,direct-agency,north,,인천광역시 QA구 사전좌표로 620,37.432460,126.638470,synthetic-pregeocoded-north-direct-agency
qa-pregeo-621,QA 사전좌표 621 library,library,east,,인천광역시 QA구 사전좌표로 621,37.436560,126.482600,synthetic-pregeocoded-east-library
qa-pregeo-622,QA 사전좌표 622 experience-site,experience-site,west,,인천광역시 QA구 사전좌표로 622,37.440660,126.487800,synthetic-pregeocoded-west-experience-site
qa-pregeo-623,QA 사전좌표 623 partner,partner,unassigned,,인천광역시 QA구 사전좌표로 623,37.444760,126.493000,synthetic-pregeocoded-unassigned-partner
qa-pregeo-624,QA 사전좌표 624 imported,imported,main,,인천광역시 QA구 사전좌표로 624,37.448860,126.498200,synthetic-pregeocoded-main-imported
qa-pregeo-625,QA 사전좌표 625 school,school,ganghwa,유치원,인천광역시 QA구 사전좌표로 625,37.452960,126.503400,synthetic-pregeocoded-ganghwa-school
qa-pregeo-626,QA 사전좌표 626 headquarters,headquarters,south,,인천광역시 QA구 사전좌표로 626,37.457060,126.508600,synthetic-pregeocoded-south-headquarters
qa-pregeo-627,QA 사전좌표 627 support-office,support-office,north,,인천광역시 QA구 사전좌표로 627,37.461160,126.513800,synthetic-pregeocoded-north-support-office
qa-pregeo-628,QA 사전좌표 628 direct-agency,direct-agency,east,,인천광역시 QA구 사전좌표로 628,37.465260,126.519000,synthetic-pregeocoded-east-direct-agency
qa-pregeo-629,QA 사전좌표 629 library,library,west,,인천광역시 QA구 사전좌표로 629,37.469360,126.524200,synthetic-pregeocoded-west-library
qa-pregeo-630,QA 사전좌표 630 experience-site,experience-site,unassigned,,인천광역시 QA구 사전좌표로 630,37.321870,126.529400,synthetic-pregeocoded-unassigned-experience-site
qa-pregeo-631,QA 사전좌표 631 partner,partner,main,,인천광역시 QA구 사전좌표로 631,37.325970,126.534600,synthetic-pregeocoded-main-partner
qa-pregeo-632,QA 사전좌표 632 imported,imported,ganghwa,,인천광역시 QA구 사전좌표로 632,37.330070,126.539800,synthetic-pregeocoded-ganghwa-imported
qa-pregeo-633,QA 사전좌표 633 school,school,south,중학교,인천광역시 QA구 사전좌표로 633,37.334170,126.545000,synthetic-pregeocoded-south-school
qa-pregeo-634,QA 사전좌표 634 headquarters,headquarters,north,,인천광역시 QA구 사전좌표로 634,37.338270,126.550200,synthetic-pregeocoded-north-headquarters
qa-pregeo-635,QA 사전좌표 635 support-office,support-office,east,,인천광역시 QA구 사전좌표로 635,37.342370,126.555400,synthetic-pregeocoded-east-support-office
qa-pregeo-636,QA 사전좌표 636 direct-agency,direct-agency,west,,인천광역시 QA구 사전좌표로 636,37.346470,126.560600,synthetic-pregeocoded-west-direct-agency
qa-pregeo-637,QA 사전좌표 637 library,library,unassigned,,인천광역시 QA구 사전좌표로 637,37.350570,126.565800,synthetic-pregeocoded-unassigned-library
qa-pregeo-638,QA 사전좌표 638 experience-site,experience-site,main,,인천광역시 QA구 사전좌표로 638,37.354670,126.571000,synthetic-pregeocoded-main-experience-site
qa-pregeo-639,QA 사전좌표 639 partner,partner,ganghwa,,인천광역시 QA구 사전좌표로 639,37.358770,126.576200,synthetic-pregeocoded-ganghwa-partner
qa-pregeo-640,QA 사전좌표 640 imported,imported,south,,인천광역시 QA구 사전좌표로 640,37.362870,126.581400,synthetic-pregeocoded-south-imported
qa-pregeo-641,QA 사전좌표 641 school,school,north,특수학교,인천광역시 QA구 사전좌표로 641,37.366970,126.586600,synthetic-pregeocoded-north-school
qa-pregeo-642,QA 사전좌표 642 headquarters,headquarters,east,,인천광역시 QA구 사전좌표로 642,37.371070,126.591800,synthetic-pregeocoded-east-headquarters
qa-pregeo-643,QA 사전좌표 643 support-office,support-office,west,,인천광역시 QA구 사전좌표로 643,37.375170,126.597000,synthetic-pregeocoded-west-support-office
qa-pregeo-644,QA 사전좌표 644 direct-agency,direct-agency,unassigned,,인천광역시 QA구 사전좌표로 644,37.379270,126.602200,synthetic-pregeocoded-unassigned-direct-agency
qa-pregeo-645,QA 사전좌표 645 library,library,main,,인천광역시 QA구 사전좌표로 645,37.383370,126.607400,synthetic-pregeocoded-main-library
qa-pregeo-646,QA 사전좌표 646 experience-site,experience-site,ganghwa,,인천광역시 QA구 사전좌표로 646,37.387470,126.612600,synthetic-pregeocoded-ganghwa-experience-site
qa-pregeo-647,QA 사전좌표 647 partner,partner,south,,인천광역시 QA구 사전좌표로 647,37.391570,126.617800,synthetic-pregeocoded-south-partner
qa-pregeo-648,QA 사전좌표 648 imported,imported,north,,인천광역시 QA구 사전좌표로 648,37.395670,126.623000,synthetic-pregeocoded-north-imported
qa-pregeo-649,QA 사전좌표 649 school,school,east,유치원,인천광역시 QA구 사전좌표로 649,37.399770,126.628200,synthetic-pregeocoded-east-school
qa-pregeo-650,QA 사전좌표 650 headquarters,headquarters,west,,인천광역시 QA구 사전좌표로 650,37.403870,126.633400,synthetic-pregeocoded-west-headquarters
qa-pregeo-651,QA 사전좌표 651 support-office,support-office,unassigned,,인천광역시 QA구 사전좌표로 651,37.407970,126.638600,synthetic-pregeocoded-unassigned-support-office
qa-pregeo-652,QA 사전좌표 652 direct-agency,direct-agency,main,,인천광역시 QA구 사전좌표로 652,37.412070,126.482730,synthetic-pregeocoded-main-direct-agency
qa-pregeo-653,QA 사전좌표 653 library,library,ganghwa,,인천광역시 QA구 사전좌표로 653,37.416170,126.487930,synthetic-pregeocoded-ganghwa-library
qa-pregeo-654,QA 사전좌표 654 experience-site,experience-site,south,,인천광역시 QA구 사전좌표로 654,37.420270,126.493130,synthetic-pregeocoded-south-experience-site
qa-pregeo-655,QA 사전좌표 655 partner,partner,north,,인천광역시 QA구 사전좌표로 655,37.424370,126.498330,synthetic-pregeocoded-north-partner
qa-pregeo-656,QA 사전좌표 656 imported,imported,east,,인천광역시 QA구 사전좌표로 656,37.428470,126.503530,synthetic-pregeocoded-east-imported
qa-pregeo-657,QA 사전좌표 657 school,school,west,중학교,인천광역시 QA구 사전좌표로 657,37.432570,126.508730,synthetic-pregeocoded-west-school
qa-pregeo-658,QA 사전좌표 658 headquarters,headquarters,unassigned,,인천광역시 QA구 사전좌표로 658,37.436670,126.513930,synthetic-pregeocoded-unassigned-headquarters
qa-pregeo-659,QA 사전좌표 659 support-office,support-office,main,,인천광역시 QA구 사전좌표로 659,37.440770,126.519130,synthetic-pregeocoded-main-support-office
qa-pregeo-660,QA 사전좌표 660 direct-agency,direct-agency,ganghwa,,인천광역시 QA구 사전좌표로 660,37.444870,126.524330,synthetic-pregeocoded-ganghwa-direct-agency
qa-pregeo-661,QA 사전좌표 661 library,library,south,,인천광역시 QA구 사전좌표로 661,37.448970,126.529530,synthetic-pregeocoded-south-library
qa-pregeo-662,QA 사전좌표 662 experience-site,experience-site,north,,인천광역시 QA구 사전좌표로 662,37.453070,126.534730,synthetic-pregeocoded-north-experience-site
qa-pregeo-663,QA 사전좌표 663 partner,partner,east,,인천광역시 QA구 사전좌표로 663,37.457170,126.539930,synthetic-pregeocoded-east-partner
qa-pregeo-664,QA 사전좌표 664 imported,imported,west,,인천광역시 QA구 사전좌표로 664,37.461270,126.545130,synthetic-pregeocoded-west-imported
qa-pregeo-665,QA 사전좌표 665 school,school,unassigned,특수학교,인천광역시 QA구 사전좌표로 665,37.465370,126.550330,synthetic-pregeocoded-unassigned-school
qa-pregeo-666,QA 사전좌표 666 headquarters,headquarters,main,,인천광역시 QA구 사전좌표로 666,37.469470,126.555530,synthetic-pregeocoded-main-headquarters
qa-pregeo-667,QA 사전좌표 667 support-office,support-office,ganghwa,,인천광역시 QA구 사전좌표로 667,37.321980,126.560730,synthetic-pregeocoded-ganghwa-support-office
qa-pregeo-668,QA 사전좌표 668 direct-agency,direct-agency,south,,인천광역시 QA구 사전좌표로 668,37.326080,126.565930,synthetic-pregeocoded-south-direct-agency
qa-pregeo-669,QA 사전좌표 669 library,library,north,,인천광역시 QA구 사전좌표로 669,37.330180,126.571130,synthetic-pregeocoded-north-library
qa-pregeo-670,QA 사전좌표 670 experience-site,experience-site,east,,인천광역시 QA구 사전좌표로 670,37.334280,126.576330,synthetic-pregeocoded-east-experience-site
qa-pregeo-671,QA 사전좌표 671 partner,partner,west,,인천광역시 QA구 사전좌표로 671,37.338380,126.581530,synthetic-pregeocoded-west-partner
qa-pregeo-672,QA 사전좌표 672 imported,imported,unassigned,,인천광역시 QA구 사전좌표로 672,37.342480,126.586730,synthetic-pregeocoded-unassigned-imported
qa-pregeo-673,QA 사전좌표 673 school,school,main,유치원,인천광역시 QA구 사전좌표로 673,37.346580,126.591930,synthetic-pregeocoded-main-school
qa-pregeo-674,QA 사전좌표 674 headquarters,headquarters,ganghwa,,인천광역시 QA구 사전좌표로 674,37.350680,126.597130,synthetic-pregeocoded-ganghwa-headquarters
qa-pregeo-675,QA 사전좌표 675 support-office,support-office,south,,인천광역시 QA구 사전좌표로 675,37.354780,126.602330,synthetic-pregeocoded-south-support-office
qa-pregeo-676,QA 사전좌표 676 direct-agency,direct-agency,north,,인천광역시 QA구 사전좌표로 676,37.358880,126.607530,synthetic-pregeocoded-north-direct-agency
qa-pregeo-677,QA 사전좌표 677 library,library,east,,인천광역시 QA구 사전좌표로 677,37.362980,126.612730,synthetic-pregeocoded-east-library
qa-pregeo-678,QA 사전좌표 678 experience-site,experience-site,west,,인천광역시 QA구 사전좌표로 678,37.367080,126.617930,synthetic-pregeocoded-west-experience-site
qa-pregeo-679,QA 사전좌표 679 partner,partner,unassigned,,인천광역시 QA구 사전좌표로 679,37.371180,126.623130,synthetic-pregeocoded-unassigned-partner
qa-pregeo-680,QA 사전좌표 680 imported,imported,main,,인천광역시 QA구 사전좌표로 680,37.375280,126.628330,synthetic-pregeocoded-main-imported
qa-pregeo-681,QA 사전좌표 681 school,school,ganghwa,중학교,인천광역시 QA구 사전좌표로 681,37.379380,126.633530,synthetic-pregeocoded-ganghwa-school
qa-pregeo-682,QA 사전좌표 682 headquarters,headquarters,south,,인천광역시 QA구 사전좌표로 682,37.383480,126.638730,synthetic-pregeocoded-south-headquarters
qa-pregeo-683,QA 사전좌표 683 support-office,support-office,north,,인천광역시 QA구 사전좌표로 683,37.387580,126.482860,synthetic-pregeocoded-north-support-office
qa-pregeo-684,QA 사전좌표 684 direct-agency,direct-agency,east,,인천광역시 QA구 사전좌표로 684,37.391680,126.488060,synthetic-pregeocoded-east-direct-agency
qa-pregeo-685,QA 사전좌표 685 library,library,west,,인천광역시 QA구 사전좌표로 685,37.395780,126.493260,synthetic-pregeocoded-west-library
qa-pregeo-686,QA 사전좌표 686 experience-site,experience-site,unassigned,,인천광역시 QA구 사전좌표로 686,37.399880,126.498460,synthetic-pregeocoded-unassigned-experience-site
qa-pregeo-687,QA 사전좌표 687 partner,partner,main,,인천광역시 QA구 사전좌표로 687,37.403980,126.503660,synthetic-pregeocoded-main-partner
qa-pregeo-688,QA 사전좌표 688 imported,imported,ganghwa,,인천광역시 QA구 사전좌표로 688,37.408080,126.508860,synthetic-pregeocoded-ganghwa-imported
qa-pregeo-689,QA 사전좌표 689 school,school,south,특수학교,인천광역시 QA구 사전좌표로 689,37.412180,126.514060,synthetic-pregeocoded-south-school
qa-pregeo-690,QA 사전좌표 690 headquarters,headquarters,north,,인천광역시 QA구 사전좌표로 690,37.416280,126.519260,synthetic-pregeocoded-north-headquarters
qa-pregeo-691,QA 사전좌표 691 support-office,support-office,east,,인천광역시 QA구 사전좌표로 691,37.420380,126.524460,synthetic-pregeocoded-east-support-office
